Custid,Dayswus,Age,Educ,Income,Kidhome,Teenhome,Freq,Recency,Monetary,LTV,Perdeal,Dryred,Sweetred,Drywh,Sweetwh,Dessert,Exotic,WebPurchase,WebVisit,Access
1308,575,69,17,103991,0,0,27,92,1278,459,1,37,2,53,5,3,4,21,3,0
1309,574,34,15,50663,1,0,3,85,43,4,31,28,10,42,10,10,9,66,6,0
1310,1207,33,17,48530,1,0,9,37,263,30,32,53,4,37,2,4,7,54,8,0
1311,1202,39,17,58432,1,1,6,18,153,-18,69,63,1,28,6,2,21,57,8,0
1312,819,71,16,97834,0,0,30,59,1471,589,2,36,6,40,5,13,4,9,1,0
1313,1137,70,18,109845,0,0,34,55,1728,1033,1,57,3,25,8,7,11,10,1,1
1314,765,62,16,99255,0,1,18,30,718,196,5,63,3,23,6,4,5,48,6,0
1315,1118,74,16,96241,0,0,43,16,2289,1156,1,37,4,46,5,8,5,10,3,0
1316,713,54,15,87110,0,1,19,58,770,70,36,85,1,12,0,2,4,46,6,2
1317,974,45,18,62751,0,1,17,49,646,16,47,48,15,25,5,7,1,30,5,0
1318,799,33,17,33174,1,0,6,27,150,-3,54,68,3,24,2,3,5,72,9,0
1319,1244,27,20,36910,1,0,10,90,304,16,42,50,3,40,3,4,15,61,8,0
1320,921,68,16,123191,0,0,40,76,2104,683,1,29,8,37,15,11,6,15,2,2
1321,1060,64,17,94710,0,1,31,63,1528,380,11,65,7,25,2,1,5,31,6,0
1322,925,37,18,60114,1,1,6,78,154,-47,76,76,0,16,4,4,16,47,5,0
1323,755,34,19,67976,1,0,7,56,186,19,36,41,3,41,7,8,15,73,8,0
1324,784,75,19,105141,0,0,28,83,1333,557,1,54,4,31,6,5,5,11,1,0
1325,1045,77,15,93416,0,0,34,70,1727,628,3,30,6,43,10,11,9,12,3,0
1326,954,57,16,79902,0,1,18,38,709,275,10,38,12,35,2,14,2,30,3,0
1327,730,53,16,81447,0,1,16,17,598,117,31,79,4,15,1,1,26,60,7,0
1328,1161,19,13,41067,0,1,2,23,32,-6,79,28,13,16,35,8,37,43,7,0
1329,698,64,18,97804,0,0,27,5,1269,358,4,71,2,23,0,3,3,39,5,0
1330,688,60,19,106072,0,1,38,8,1984,1094,5,73,5,21,0,1,18,40,7,1
1331,748,78,15,110011,0,0,29,9,1401,631,1,33,15,38,7,7,10,10,1,0
1332,1067,76,20,123537,0,0,34,84,1734,680,1,55,2,41,1,1,1,11,1,0
1333,661,54,16,86946,0,1,18,25,704,192,13,89,0,10,0,1,4,50,6,1
1334,951,71,20,93639,0,0,21,28,890,277,2,29,4,62,3,2,7,9,1,0
1335,600,26,20,37229,1,0,3,80,31,1,44,36,1,44,5,15,38,58,4,0
1336,850,38,15,64355,1,1,2,50,40,0,50,58,4,28,3,7,16,75,9,0
1337,970,53,20,72706,0,1,16,90,595,53,40,85,0,14,0,0,3,52,8,0
1338,817,21,14,38502,1,0,2,45,22,-2,61,25,39,24,3,9,47,38,4,0
1339,1225,21,15,30011,0,0,5,64,120,6,38,10,12,55,14,9,26,66,9,0
1340,1088,68,20,79450,0,1,23,18,1010,284,12,75,2,20,1,2,2,48,8,0
1341,641,52,19,68425,0,0,11,97,345,109,6,86,0,13,0,0,7,55,6,0
1342,1033,77,18,110675,0,0,34,31,1726,701,1,39,13,37,5,6,6,16,2,0
1343,724,26,14,49372,1,0,1,196,18,-1,54,37,11,18,18,16,50,39,3,0
1344,787,28,17,34755,1,0,4,49,47,-6,75,48,6,39,2,5,26,71,8,0
1345,1125,51,15,87806,0,1,28,79,1340,338,13,93,1,5,0,1,13,48,7,3
1346,649,65,16,92948,0,0,35,15,1788,634,3,28,3,37,15,17,5,12,2,1
1347,702,74,18,95995,0,0,20,33,837,448,2,47,7,37,1,8,1,16,1,0
1348,1226,77,15,107579,0,0,28,55,1344,567,1,18,33,45,2,2,40,20,2,0
1349,938,44,18,58524,1,1,6,39,149,-25,72,87,1,11,1,1,10,72,9,0
1350,1076,39,17,45836,0,1,4,55,91,4,44,69,1,25,3,2,29,58,7,0
1351,1199,40,16,72007,1,0,14,42,485,110,16,36,16,42,1,5,20,55,7,0
1352,1159,63,17,82433,1,0,27,48,1276,369,19,59,5,29,3,4,19,34,6,1
1353,1116,69,19,104414,0,0,38,48,1983,574,1,45,8,33,7,7,2,17,3,0
1354,1186,31,16,36893,1,1,4,94,89,-23,89,67,2,30,0,1,32,68,9,0
1355,711,26,17,30263,1,0,5,26,68,0,51,37,6,55,1,0,4,55,6,0
1356,1172,50,15,73913,0,1,10,11,294,59,30,80,0,9,3,8,16,40,5,0
1357,659,48,17,56250,0,1,3,29,66,9,37,78,1,18,1,2,5,49,6,0
1358,889,54,17,86928,0,1,22,34,953,432,11,78,2,19,1,0,21,31,5,1
1359,641,36,17,29683,1,1,2,31,21,-7,83,84,1,14,1,0,10,55,6,0
1360,950,45,17,71873,0,1,11,45,343,85,24,81,4,12,1,2,27,56,7,1
1361,598,57,17,87314,0,1,14,29,482,161,5,51,4,26,6,14,3,31,2,0
1362,609,76,17,111370,0,0,30,7,1474,506,1,36,8,46,7,3,10,12,1,1
1363,1087,29,19,44774,1,0,1,438,18,-2,69,64,2,29,3,2,8,74,8,0
1364,573,73,19,109401,0,0,30,51,1472,543,1,63,2,33,1,1,3,9,1,1
1365,1154,31,18,38170,0,0,4,91,91,26,23,33,21,29,9,8,40,38,6,0
1366,631,22,16,33029,1,0,5,1,120,8,38,16,18,40,10,15,35,49,7,0
1367,958,41,15,60920,1,0,6,43,150,11,40,42,0,36,11,11,64,48,5,0
1368,900,34,18,47521,1,0,6,11,151,10,37,42,2,45,4,6,19,56,7,0
1369,702,69,14,111562,0,0,34,29,1725,596,1,7,36,52,4,2,9,17,2,0
1370,1088,31,18,41905,1,0,5,32,95,-6,62,21,6,52,6,15,34,58,8,0
1371,1158,19,13,27416,1,1,1,196,19,-7,90,43,16,29,10,2,18,45,7,0
1372,1089,60,15,85722,0,1,19,26,769,162,18,22,25,29,19,5,21,30,3,0
1373,840,52,17,71224,0,1,7,72,187,50,18,84,1,14,1,0,1,32,4,0
1374,905,65,16,93328,0,0,17,4,656,328,4,22,9,38,14,17,8,19,2,0
1375,951,22,16,30954,1,0,4,54,74,-2,56,20,5,40,12,23,9,74,9,0
1376,566,43,15,59518,1,0,2,13,33,5,29,41,5,43,3,8,9,38,3,0
1377,606,68,16,92465,0,0,23,86,1017,301,2,46,5,32,10,8,5,8,1,0
1378,1140,32,16,36084,1,0,5,86,94,-5,59,51,2,32,2,13,44,82,9,1
1379,1087,30,20,42569,1,0,3,42,41,-4,64,63,4,29,1,4,3,68,8,0
1380,676,58,15,68419,0,0,7,45,181,83,8,38,16,22,7,17,23,28,2,0
1381,929,67,18,92147,0,0,28,72,1335,603,5,46,2,39,6,7,3,11,1,0
1382,870,49,16,62464,0,1,16,73,605,123,22,82,1,15,1,1,16,61,8,0
1383,1132,57,20,81033,0,1,19,59,776,187,22,78,0,20,1,1,11,27,4,1
1384,787,61,14,83884,0,1,12,52,397,144,19,34,12,25,3,25,62,33,3,0
1385,799,44,16,64493,1,1,5,26,117,-15,71,62,1,29,6,2,11,59,8,0
1386,1133,58,15,89884,0,0,20,45,838,300,3,46,6,22,17,9,9,32,4,0
1387,1134,78,18,110907,0,0,41,7,2167,646,0,32,8,48,6,6,3,11,2,1
1388,680,63,20,104170,0,1,26,89,1213,627,6,77,2,19,1,2,3,31,3,2
1389,933,61,19,102375,0,1,19,35,775,411,8,43,12,22,14,10,3,41,5,0
1390,1062,43,14,61191,0,0,4,4,90,30,21,21,20,35,9,15,32,38,4,0
1391,1194,72,16,108936,0,0,44,98,2348,1159,1,24,21,33,9,13,8,15,3,0
1392,1105,49,15,79867,0,1,20,75,832,229,18,78,2,13,0,7,9,57,8,0
1393,783,38,16,59316,1,0,2,13,40,3,40,36,6,34,20,4,22,44,3,0
1394,640,63,16,106430,0,1,30,6,1465,824,3,57,5,26,6,5,3,19,2,1
1395,702,70,15,92560,0,0,20,91,838,397,3,16,24,39,14,7,4,14,1,0
1396,1072,34,16,36286,1,1,5,50,75,-24,89,41,7,30,9,13,38,40,6,0
1397,1023,57,17,67177,0,1,9,94,258,72,13,62,13,16,3,6,8,38,5,0
1398,786,55,19,70669,0,1,8,51,218,78,13,27,32,28,7,6,5,40,3,0
1399,1216,58,16,77385,0,1,21,16,892,224,14,71,7,12,7,3,20,31,5,0
1400,759,22,16,37315,1,0,3,1,34,2,38,6,30,32,3,29,24,74,7,0
1401,1021,62,15,105186,0,1,27,95,1283,422,3,74,5,15,2,4,3,30,5,2
1402,627,34,17,41916,1,0,2,24,28,1,44,48,0,45,3,4,10,69,8,0
1403,789,72,15,89267,0,0,22,46,956,333,5,29,17,32,14,8,13,12,1,0
1404,649,54,20,82915,0,1,16,38,596,236,18,86,0,14,0,0,7,40,4,0
1405,672,27,16,23209,1,0,1,295,12,-1,61,56,6,31,2,5,15,70,8,0
1406,645,71,17,86395,0,0,18,53,706,288,4,36,5,49,6,4,4,23,2,0
1407,1079,35,16,67552,1,1,13,64,436,-123,73,72,2,24,1,1,29,62,9,0
1408,844,19,13,35790,0,0,1,38,19,1,36,4,40,18,33,5,9,56,7,0
1409,1191,52,14,64449,1,1,13,81,437,-110,72,85,1,9,4,1,11,65,9,0
1410,1107,58,18,85132,0,1,23,34,1017,389,18,53,5,30,11,0,3,29,4,0
1411,1141,76,17,105880,0,0,36,27,1859,798,2,37,6,47,8,2,27,12,3,1
1412,810,45,16,64185,0,1,5,75,122,21,27,74,1,17,4,4,30,53,5,0
1413,667,43,15,68448,1,1,6,74,147,-57,86,66,1,28,2,3,5,52,6,0
1414,1062,35,16,60288,1,1,1,396,19,-1,57,33,7,37,12,11,12,49,5,0
1415,814,75,18,137338,0,0,41,16,2167,1164,0,57,1,34,2,6,4,18,2,2
1416,634,78,20,128392,0,0,40,16,2104,1128,0,85,1,11,1,2,12,24,2,2
1417,569,53,20,85351,1,1,13,56,437,-14,53,93,0,7,0,0,2,59,7,0
1418,647,67,17,113050,0,0,35,23,1797,885,1,23,6,34,19,18,2,11,1,0
1419,1031,69,16,87276,0,0,34,28,1723,531,2,46,3,30,4,17,10,12,2,0
1420,987,72,17,102896,0,0,44,7,2348,783,1,73,4,19,3,1,6,13,2,2
1421,571,51,18,72464,1,1,4,51,90,0,50,78,1,18,1,1,5,60,6,0
1422,669,25,18,34304,0,1,1,538,12,0,54,26,20,31,7,16,13,58,6,0
1423,1052,21,15,24315,1,0,3,91,39,-5,77,13,18,37,16,16,48,60,7,0
1424,953,74,15,122984,0,0,46,35,2467,818,1,64,2,30,1,3,1,16,5,2
1425,909,51,16,91684,0,1,24,5,1083,425,11,86,1,11,1,1,31,53,7,1
1426,1234,26,14,31286,1,0,5,73,84,-6,63,17,7,46,14,16,70,69,9,0
1427,743,67,17,98761,0,0,32,64,1607,566,1,55,4,19,7,15,4,20,3,0
1428,1040,50,14,71805,0,1,10,25,300,110,13,55,9,18,8,10,21,55,7,0
1429,751,48,20,80227,0,1,19,53,769,135,29,94,0,5,0,0,5,57,7,1
1430,554,27,17,48096,1,0,2,71,21,0,46,22,4,22,19,33,58,61,4,0
1431,1144,32,20,67981,1,1,16,38,591,-65,65,55,2,36,3,4,16,70,9,1
1432,637,74,14,113102,0,0,29,69,1402,581,0,40,20,20,8,12,18,33,2,0
1433,1230,64,18,110837,0,0,43,90,2286,1360,2,93,1,6,0,0,1,37,8,3
1434,681,45,17,51999,0,1,2,2,41,-9,77,91,0,8,1,0,4,49,6,0
1435,870,55,18,78148,0,1,6,45,147,36,9,52,15,23,4,6,9,27,2,0
1436,1093,28,15,47720,1,0,3,54,65,-1,52,19,10,31,36,3,5,59,7,0
1437,760,56,16,85208,0,1,11,60,348,85,9,37,3,26,33,1,6,39,3,0
1438,767,47,14,60745,0,0,16,49,592,166,7,51,5,30,6,7,18,49,7,0
1439,1185,72,18,105478,0,0,41,21,2170,1153,2,67,1,24,7,1,7,10,2,2
1440,790,42,18,57357,0,1,4,46,69,6,36,52,6,25,8,9,94,51,5,0
1441,659,70,16,94709,0,0,20,66,823,431,3,33,4,44,9,10,3,19,2,0
1442,996,42,15,70021,1,1,8,41,223,13,42,46,1,36,7,11,72,49,4,0
1443,1078,53,19,56056,0,1,5,38,117,-4,55,91,1,7,1,1,6,39,6,0
1444,700,50,18,94628,0,1,23,75,1023,225,15,87,0,11,2,0,32,51,6,1
1445,896,61,18,89653,1,0,22,71,953,331,8,62,7,22,2,7,18,40,5,1
1446,767,54,16,80050,0,1,11,72,339,64,21,72,1,23,3,1,8,37,3,0
1447,975,21,15,30981,0,0,2,73,36,3,29,13,8,35,19,25,38,57,7,1
1448,823,34,18,60086,1,0,8,47,219,25,35,66,1,29,3,1,4,77,9,0
1449,801,24,17,31302,1,0,5,39,118,0,50,33,13,46,2,7,25,56,8,0
1450,995,39,17,46623,1,0,8,11,217,-46,82,73,3,21,3,1,1,43,7,0
1451,1203,22,16,28034,1,1,2,63,33,-9,82,29,5,32,21,13,24,28,6,0
1452,857,20,14,36977,1,0,3,16,37,-5,72,2,19,16,56,7,47,70,7,0
1453,863,55,19,84327,0,1,19,60,761,314,7,78,4,12,3,3,1,33,4,0
1454,574,30,19,42248,1,1,2,31,19,-4,86,63,4,30,2,1,6,66,6,0
1455,743,61,16,88081,0,1,18,49,707,224,16,56,8,33,0,3,19,27,3,0
1456,571,54,14,69523,1,1,7,22,183,16,38,71,3,20,4,2,45,61,6,0
1457,1204,26,19,31664,1,0,3,62,64,-7,67,44,5,41,4,6,11,60,8,0
1458,1129,70,15,96303,0,0,29,87,1404,760,2,45,2,35,16,1,4,21,3,0
1459,900,61,18,106209,1,0,21,82,890,350,6,50,4,33,7,5,5,33,3,0
1460,1035,38,16,66230,0,1,17,9,662,196,24,54,13,16,16,0,11,33,5,0
1461,671,24,16,34407,0,0,2,43,25,6,26,19,18,19,23,21,14,33,2,0
1462,886,72,16,127449,0,0,35,86,1795,541,2,19,6,61,9,5,4,10,1,1
1463,990,68,17,115195,0,0,36,0,1852,909,1,44,0,36,13,7,5,12,2,1
1464,922,55,17,73124,0,1,20,56,830,187,20,68,3,23,3,2,10,27,5,0
1465,928,72,17,115686,0,0,36,75,1860,988,1,31,6,50,8,5,4,9,1,0
1466,1149,47,17,71537,0,0,24,29,1087,481,8,75,1,22,2,1,10,42,6,0
1467,1120,60,15,100923,0,0,29,10,1399,611,1,57,11,21,4,7,21,37,4,2
1468,841,62,15,87077,0,0,25,60,1150,545,2,62,0,23,8,7,3,26,4,1
1469,1184,45,16,76044,1,1,17,29,649,60,38,44,6,40,6,4,18,46,7,0
1470,1003,70,15,93716,0,0,28,30,1341,499,2,22,26,36,7,9,3,19,3,0
1471,823,69,19,112791,0,0,40,29,2102,944,2,64,3,29,0,3,5,13,2,1
1472,1051,69,15,96253,0,0,33,79,1660,906,2,36,10,36,8,10,15,16,3,0
1473,647,50,20,70471,1,1,5,43,117,8,44,90,0,9,0,1,0,49,5,0
1474,1183,36,17,50344,1,1,2,49,42,-13,86,65,6,25,2,2,3,63,8,0
1475,767,27,16,38847,1,0,2,44,41,-4,62,22,2,66,5,6,23,65,8,0
1476,1234,62,17,94370,0,1,33,62,1658,527,9,69,0,22,4,5,4,38,7,0
1477,914,20,14,18473,1,0,4,43,42,-4,75,7,22,26,22,23,37,61,8,0
1478,1130,41,19,61641,1,1,9,87,253,9,44,75,1,22,0,2,5,72,9,0
1479,1048,21,15,14209,1,0,4,64,74,-24,91,27,22,37,12,2,15,33,7,0
1480,737,39,15,53302,1,1,2,15,41,-7,76,58,4,25,5,8,11,47,6,0
1481,793,27,18,47816,1,0,5,69,88,8,32,29,19,32,1,19,17,65,7,0
1482,684,73,19,90570,0,0,28,10,1349,432,1,78,1,16,2,2,1,36,5,3
1483,1246,68,18,102695,1,0,35,10,1796,903,10,80,2,14,4,0,3,49,8,1
1484,885,78,20,122962,0,0,42,20,2231,776,0,75,0,22,2,0,1,9,1,1
1485,573,26,16,19842,1,0,2,8,17,-4,83,34,8,45,2,11,18,64,7,0
1486,1151,75,18,95122,0,0,30,32,1467,455,3,60,4,27,5,4,4,15,2,1
1487,1044,63,18,97484,0,1,30,28,1476,385,8,64,2,23,7,5,3,30,5,0
1488,829,21,15,28532,1,0,2,73,17,-2,79,26,6,40,21,7,13,74,8,0
1489,604,30,14,43846,1,1,4,37,31,-7,81,13,20,9,10,48,37,39,2,0
1490,1002,42,15,39641,1,1,9,56,259,-59,82,57,6,35,0,2,40,65,9,0
1491,1183,21,15,27371,1,0,2,34,35,0,50,10,23,30,13,24,73,65,8,0
1492,1068,73,19,100554,0,0,29,20,1403,757,2,54,1,43,1,1,6,17,3,0
1493,1225,42,16,46366,0,1,14,42,492,74,35,62,5,27,2,4,37,43,8,0
1494,621,77,17,139730,0,0,39,64,2046,610,0,51,12,30,4,4,1,9,1,2
1495,771,27,18,35677,1,0,4,6,32,6,22,48,4,42,4,2,44,75,7,0
1496,1038,44,19,81962,1,1,19,66,763,37,45,80,1,17,0,1,7,59,8,1
1497,936,43,18,64200,0,1,8,24,217,36,32,80,1,18,1,1,22,60,7,0
1498,842,76,18,118284,0,0,39,50,2045,1166,1,34,6,45,3,12,1,13,2,1
1499,1233,63,14,100443,0,1,22,23,946,214,32,17,26,22,26,10,6,31,4,0
1500,1034,46,18,77207,1,1,13,3,433,5,48,69,3,22,2,4,4,47,7,0
1501,957,71,15,107364,1,1,23,88,1020,342,22,59,6,18,5,11,5,36,3,1
1502,628,37,18,63247,1,1,3,88,66,4,43,75,1,18,2,4,21,62,6,0
1503,588,30,17,40568,1,0,4,71,55,4,36,59,2,31,4,4,16,61,7,0
1504,1057,20,14,10000,1,0,3,96,29,-4,81,6,40,19,12,22,32,66,8,0
1505,711,36,20,58873,1,1,2,24,33,-2,61,68,4,28,0,0,43,44,4,0
1506,655,64,16,82436,0,1,13,99,432,57,33,88,2,9,0,1,14,26,3,1
1507,1051,41,16,56437,1,1,7,66,185,-2,51,25,27,34,10,5,8,33,5,0
1508,917,74,14,92043,0,0,24,56,1086,497,3,29,7,47,11,5,10,13,2,0
1509,1247,56,14,76848,0,1,21,71,893,279,15,34,30,25,8,3,19,46,7,0
1510,1120,25,19,37361,1,0,10,7,294,-20,62,71,1,23,3,2,5,61,9,0
1511,824,46,20,76298,0,0,21,1,899,296,7,93,1,5,1,0,30,44,6,0
1512,1238,40,15,66184,1,1,20,28,822,68,39,67,1,26,4,2,26,43,7,1
1513,1025,25,16,34866,1,1,2,61,28,-2,63,18,6,48,8,21,7,58,7,0
1514,581,45,18,41159,1,1,2,65,16,-7,92,31,8,37,24,0,10,43,3,0
1515,933,52,18,73941,0,1,13,17,443,61,29,77,0,20,1,2,5,37,4,1
1516,645,42,17,64549,1,1,1,452,19,0,54,69,0,22,5,3,2,48,6,0
1517,762,35,16,62923,1,1,5,80,118,-22,72,77,1,20,1,1,9,38,4,1
1518,726,68,14,108514,0,0,36,79,1859,988,1,29,12,37,8,14,5,9,1,1
1519,668,77,15,100566,0,0,33,93,1659,716,1,31,13,48,6,2,3,16,2,2
1520,1229,45,15,57266,0,1,20,63,839,131,25,81,0,15,2,2,67,57,9,1
1521,682,31,19,59777,1,0,4,2,90,5,39,63,2,31,1,3,5,62,7,0
1522,556,57,18,95373,0,1,11,63,346,99,5,65,4,28,0,3,8,24,2,0
1523,1115,77,15,121029,1,1,24,94,1088,338,19,50,8,28,9,5,17,57,7,0
1524,846,22,16,40406,1,0,5,44,92,-19,69,38,2,30,14,16,3,25,4,0
1525,991,52,20,73732,0,1,9,22,256,30,37,91,0,8,0,0,7,58,7,1
1526,1232,33,16,64538,1,0,17,49,658,111,23,54,7,26,10,4,81,69,9,1
1527,997,33,18,46942,1,0,7,68,184,3,47,52,5,33,5,5,6,54,7,0
1528,1192,57,17,76993,0,1,32,27,1595,361,13,61,8,16,6,9,8,40,7,0
1529,1124,64,18,103133,0,1,34,35,1727,918,6,54,1,23,8,14,5,19,4,0
1530,1172,39,20,50795,1,1,5,70,118,-27,76,66,2,30,0,1,59,56,7,1
1531,790,60,20,99161,0,1,22,19,950,430,14,68,1,23,5,3,6,25,3,1
1532,1054,69,18,109235,0,0,34,60,1723,661,1,68,8,15,1,8,9,15,2,1
1533,592,63,18,90354,0,1,13,21,442,131,14,71,1,22,2,4,3,31,3,0
1534,811,57,18,71681,1,1,9,7,255,-28,66,62,0,30,4,3,28,43,5,0
1535,1055,30,14,41412,1,0,2,58,35,-1,54,25,2,41,11,21,35,60,7,0
1536,1033,40,17,66128,1,1,12,26,395,-34,58,62,7,29,1,1,8,49,7,0
1537,667,46,15,65300,0,1,9,37,261,60,30,66,7,18,1,8,10,44,5,0
1538,1152,61,20,97467,0,1,25,39,1151,613,3,74,3,19,2,2,2,39,5,0
1539,1243,20,14,17165,0,0,8,65,223,12,38,17,21,16,21,24,88,67,9,1
1540,981,72,19,121919,0,0,40,64,2103,785,1,46,13,37,3,0,1,13,2,2
1541,925,67,16,89500,0,0,28,86,1348,575,5,57,10,18,4,10,2,41,6,2
1542,736,59,15,95821,0,1,17,85,660,222,7,28,27,27,12,6,5,33,3,0
1543,835,72,16,109046,0,0,35,23,1792,971,2,29,10,50,6,5,3,11,2,1
1544,1033,69,18,93838,0,1,20,84,838,165,17,66,3,17,6,8,1,31,4,0
1545,746,49,17,59145,1,1,5,33,55,-12,76,31,7,28,20,14,55,52,4,0
1546,1002,50,15,74507,0,1,18,20,711,255,15,84,1,13,1,2,22,48,6,1
1547,1022,72,17,101944,0,0,30,66,1465,510,7,39,8,42,4,7,3,13,2,0
1548,1136,19,13,37851,0,0,1,549,20,3,14,6,25,18,29,22,41,63,7,0
1549,843,36,17,46672,0,1,6,77,152,22,37,69,0,26,2,3,14,41,5,0
1550,944,37,17,53686,0,1,3,3,56,-1,52,46,8,37,7,2,1,44,5,0
1551,1205,73,16,95582,0,0,35,34,1787,541,2,34,4,54,3,4,12,13,4,0
1552,969,55,18,85157,0,1,17,28,660,201,12,53,7,29,6,5,13,19,2,0
1553,1093,58,16,76622,0,1,22,26,951,252,15,42,3,29,14,12,6,28,5,0
1554,813,37,16,64090,1,1,4,26,91,-7,62,77,1,17,1,4,6,69,8,0
1555,820,30,18,49278,1,0,3,56,63,-4,62,41,10,41,7,1,1,67,8,0
1556,1173,57,19,90210,0,0,39,64,2041,687,3,67,2,27,2,2,0,34,7,0
1557,1079,39,20,44729,1,1,4,55,92,-34,82,77,1,21,1,1,2,50,7,0
1558,1192,51,16,68959,1,1,18,12,716,-18,52,68,10,15,3,4,4,45,7,0
1559,1097,74,17,88158,0,0,29,16,1411,531,3,43,6,35,7,9,9,13,2,0
1560,999,63,18,80917,0,1,24,77,1084,189,24,56,1,37,0,5,1,28,5,0
1561,1021,73,20,106097,1,0,32,66,1599,761,4,66,3,26,2,3,1,32,5,0
1562,726,31,16,63852,1,0,3,94,65,7,34,45,1,45,1,8,7,61,5,0
1563,929,51,17,93822,0,1,26,52,1215,388,6,82,1,15,0,2,3,43,6,1
1564,1007,40,14,49711,1,1,1,446,19,-7,80,63,7,15,8,7,32,48,6,0
1565,771,63,17,105483,1,0,30,46,1464,450,6,56,3,32,5,4,33,47,6,0
1566,858,42,16,50659,1,1,3,4,55,-12,76,61,5,31,1,1,7,38,4,0
1567,878,49,19,69375,0,1,22,71,952,168,27,88,0,11,0,0,1,57,8,0
1568,1054,49,17,73465,0,0,11,48,339,116,4,78,3,12,3,4,6,64,5,0
1569,1074,74,18,100469,0,0,37,70,1923,548,3,56,8,30,1,5,9,13,3,1
1570,911,48,15,64386,0,1,12,95,391,79,31,81,2,12,3,3,22,45,6,0
1571,772,78,18,122409,0,0,39,38,2046,921,1,35,11,36,5,14,2,11,2,0
1572,1147,70,19,99984,0,0,30,12,1468,563,1,43,3,39,6,10,0,15,3,0
1573,700,44,16,58409,1,1,2,94,31,-4,70,36,9,44,6,5,25,63,7,0
1574,1233,52,19,65692,1,0,20,92,831,194,17,77,1,20,1,1,7,36,7,0
1575,1024,73,17,99890,0,0,38,78,1985,881,1,49,3,46,1,1,3,13,3,1
1576,825,58,14,88207,0,1,19,1,778,152,20,18,42,11,16,13,6,25,2,0
1577,686,36,14,49102,1,0,5,40,117,9,41,48,4,36,4,8,20,38,4,0
1578,1139,34,17,43141,1,1,6,58,148,-38,92,53,1,34,10,2,25,58,9,1
1579,608,53,17,81290,0,1,9,33,264,53,28,87,1,11,1,0,9,47,5,0
1580,1002,57,17,87033,0,0,18,9,706,283,6,55,2,31,10,2,3,22,2,0
1581,738,32,18,30591,1,0,4,67,50,-7,74,39,7,38,6,10,53,63,7,0
1582,1147,20,14,10000,0,0,5,24,70,-5,69,5,26,21,16,32,72,68,9,0
1583,1065,35,16,50687,1,1,3,60,63,-19,77,70,3,22,1,3,29,49,7,0
1584,832,78,18,134689,0,0,45,99,2412,1386,1,58,3,33,0,5,1,8,1,1
1585,849,34,19,55403,1,0,11,52,346,62,12,83,1,15,1,0,6,78,9,0
1586,1088,46,19,76133,0,0,19,98,771,373,6,72,10,10,4,4,5,26,3,0
1587,921,40,16,59066,1,1,2,65,41,-11,78,74,1,24,1,0,9,43,6,0
1588,682,49,18,79670,0,1,15,80,546,272,8,93,0,6,1,0,6,70,8,3
1589,835,75,16,124487,1,0,23,90,1019,344,3,38,4,43,10,6,3,38,3,0
1590,745,20,14,33103,1,1,3,49,28,-10,80,15,34,19,32,0,60,51,4,0
1591,762,23,17,38678,1,0,3,19,40,0,52,15,16,39,18,13,6,59,6,0
1592,574,75,17,103261,0,0,35,10,1786,771,1,42,6,30,7,15,4,14,2,1
1593,1082,35,19,33795,1,1,2,92,24,-8,91,50,4,37,4,5,24,57,7,0
1594,694,66,18,88946,0,0,22,78,958,287,6,78,3,16,0,3,2,28,3,1
1595,958,39,14,63621,1,1,5,56,117,-24,71,20,18,42,17,3,25,47,5,0
1596,787,33,15,40075,1,0,6,71,153,3,47,53,15,18,1,13,23,28,4,0
1597,705,51,15,75974,0,0,26,91,1211,568,3,75,4,18,2,1,2,45,6,1
1598,1156,55,17,73508,0,1,17,16,652,139,16,47,8,36,2,7,33,31,4,1
1599,1014,78,17,122826,0,0,46,1,2471,809,1,50,3,37,4,6,8,15,4,2
1600,737,38,20,46143,1,1,5,12,48,-8,69,79,2,16,1,2,5,54,6,0
1601,910,29,16,57509,1,0,7,83,183,39,23,19,7,50,20,5,47,53,7,0
1602,739,46,15,70622,0,1,12,90,391,86,29,76,2,17,2,3,7,46,6,0
1603,835,25,19,45552,1,0,3,31,48,3,40,37,5,48,6,4,39,68,7,0
1604,1199,36,15,43527,1,1,4,98,92,-34,89,63,5,26,6,0,22,45,8,0
1605,822,62,18,99946,1,0,29,41,1404,420,5,77,3,16,2,2,1,45,6,0
1606,1059,56,15,84282,0,1,23,95,1027,266,15,37,0,41,10,11,28,24,4,0
1607,878,69,18,88845,0,0,22,21,955,298,2,52,5,27,7,10,1,17,2,0
1608,825,72,15,110209,0,0,40,71,2101,758,2,46,8,32,9,5,6,17,4,1
1609,650,66,19,100235,0,0,30,100,1473,659,2,65,2,30,1,2,10,8,1,1
1610,730,73,15,109032,0,0,45,97,2411,1164,2,40,6,41,11,1,5,16,3,2
1611,1214,31,15,28859,1,0,4,75,47,-5,67,30,2,49,8,11,41,76,9,0
1612,806,19,13,10000,1,0,3,8,23,-3,78,5,24,12,26,33,38,64,6,0
1613,961,60,18,80870,0,1,20,68,830,255,25,73,4,19,1,3,5,48,8,0
1614,902,23,15,33669,1,0,1,326,14,0,43,8,27,31,14,20,46,73,8,0
1615,1165,51,17,61318,0,1,10,97,300,48,37,46,11,29,7,8,4,30,3,0
